original_name,image_name,dataset,double_marked,partition,marked_structure,animal_type,animal_id,sample_id,sample_row,sample_col,brain_region,zoom,has_metadata,resolution_px_um
Mar41S3C3R3_VLPAGl_200x_o.TIF,1065.png,yellow,VERDADERO,trainval,citoplasm,marvin,41,3,3,3,VLPAGl,200x,VERDADERO,3.187
Mar20bS2C3R1_LHr_200x_y.TIF,1066.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,1,3,LHr,200x,VERDADERO,3.187
Mar20bS2C1R1_DMl_200x_y.TIF,1067.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,1,1,DMl,200x,VERDADERO,3.187
Mar26bS2C2R1_LHl_200x_y.TIF,1068.png,yellow,VERDADERO,trainval,citoplasm,marvin,26b,2,1,2,LHl,200x,VERDADERO,3.187
Mar19bS1C5R1_LHl_200x_y.TIF,1069.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,1,1,5,LHl,200x,VERDADERO,3.187
Mar19bS1C4R3_LHl_200x_y.TIF,1070.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,1,3,4,LHl,200x,VERDADERO,3.187
Mar20bS2C2R1_LHl_200x_y.TIF,1071.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,1,2,LHl,200x,VERDADERO,3.187
Mar21bS2C2R1_DMl_200x_y.TIF,1072.png,yellow,VERDADERO,trainval,citoplasm,marvin,21b,2,1,2,DMl,200x,VERDADERO,3.187
Mar26bS2C2R2_LHl_200x_y.TIF,1073.png,yellow,VERDADERO,trainval,citoplasm,marvin,26b,2,2,2,LHl,200x,VERDADERO,3.187
Mar19bS1C4R2_LHl_200x_y.TIF,1074.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,1,2,4,LHl,200x,VERDADERO,3.187
Mar20bS2C1R2_LHl_200x_y.TIF,1075.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,2,1,LHl,200x,VERDADERO,3.187
Mar23bS2C1R1_LHr_200x_y.TIF,1076.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,2,1,1,LHr,200x,VERDADERO,3.187
Mar19bS2C1R2_LHl_200x_y.TIF,1077.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,2,2,1,LHl,200x,VERDADERO,3.187
Mar23bS1C6R3_LHr_200x_y.TIF,1078.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,3,6,LHr,200x,VERDADERO,3.187
Mar24bS1C1R1_DMr_200x_y.TIF,1079.png,yellow,VERDADERO,trainval,citoplasm,marvin,24b,1,1,1,DMr,200x,VERDADERO,3.187
Mar23bS1C1R4_VLPAGr_200x_y.TIF,1080.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,4,1,VLPAGr,200x,VERDADERO,3.187
Mar22bS1C3R2_DMl_200x_y.TIF,1081.png,yellow,VERDADERO,trainval,citoplasm,marvin,22b,1,2,3,DMl,200x,VERDADERO,3.187
Mar20bS1C4R1_LHr_200x_y.TIF,1082.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,1,1,4,LHr,200x,VERDADERO,3.187
Mar23bS1C5R2_DMr_200x_y.TIF,1083.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,2,5,DMr,200x,VERDADERO,3.187
Mar23bS1C2R2_VLPAGr_200x_y.TIF,1084.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,2,2,VLPAGr,200x,VERDADERO,3.187
Mar22bS1C4R3_LHl_200x_y.TIF,1085.png,yellow,VERDADERO,trainval,citoplasm,marvin,22b,1,3,4,LHl,200x,VERDADERO,3.187
Mar20bS2C2R2_LHr_200x_y.TIF,1086.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,2,2,LHr,200x,VERDADERO,3.187
Mar26bS2C1R2_LHr_200x_y.TIF,1087.png,yellow,VERDADERO,trainval,citoplasm,marvin,26b,2,2,1,LHr,200x,VERDADERO,3.187
Mar23bS1C2R1_VLPAGl_200x_y.TIF,1088.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,1,2,VLPAGl,200x,VERDADERO,3.187
Mar24bS1C2R3_LHl_200x_y.TIF,1089.png,yellow,VERDADERO,trainval,citoplasm,marvin,24b,1,3,2,LHl,200x,VERDADERO,3.187
Mar24bS2C4R3_LHr_200x_y.TIF,1090.png,yellow,VERDADERO,trainval,citoplasm,marvin,24b,2,3,4,LHr,200x,VERDADERO,3.187
Mar37S1C2R1_DMl_200x_o.TIF,1091.png,yellow,VERDADERO,trainval,citoplasm,marvin,37,1,1,2,DMl,200x,VERDADERO,3.187
Mar20bS1C2R3_VLPAGl_200x_y.TIF,1092.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,1,3,2,VLPAGl,200x,VERDADERO,3.187
Mar23bS1C5R2_LHl_200x_y.TIF,1093.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,2,5,LHl,200x,VERDADERO,3.187
Mar19bS2C2R1_LHr_200x_y.TIF,1094.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,2,1,2,LHr,200x,VERDADERO,3.187
Mar22bS1C2R4_DMr_200x_y.TIF,1095.png,yellow,VERDADERO,trainval,citoplasm,marvin,22b,1,4,2,DMr,200x,VERDADERO,3.187
Mar36bS1C6R2_DMl_200x_y.TIF,1096.png,yellow,VERDADERO,trainval,citoplasm,marvin,36b,1,2,6,DMl,200x,VERDADERO,3.187
Mar19bS1C1R3_VLPAGr_200x_y.TIF,1097.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,1,3,1,VLPAGr,200x,VERDADERO,3.187
Mar23bS1C5R3_DMl_200x_y.TIF,1098.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,3,5,DMl,200x,VERDADERO,3.187
Mar19bS1C4R2_DMl_200x_y.TIF,1099.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,1,2,4,DMl,200x,VERDADERO,3.187
Mar21bS1C1R2_VLPAGr_200x_y.TIF,1100.png,yellow,VERDADERO,trainval,citoplasm,marvin,21b,1,2,1,VLPAGr,200x,VERDADERO,3.187
Mar20bS1C2R2_VLPAGr_200x_y.TIF,1101.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,1,2,2,VLPAGr,200x,VERDADERO,3.187
Mar23bS1C2R2_VLPAGl_200x_y.TIF,1102.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,2,2,VLPAGl,200x,VERDADERO,3.187
Mar21bS2C1R2_DMr_200x_y.TIF,1103.png,yellow,VERDADERO,trainval,citoplasm,marvin,21b,2,2,1,DMr,200x,VERDADERO,3.187
Mar20bS2C2R2_LHl_200x_y.TIF,1104.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,2,2,LHl,200x,VERDADERO,3.187
Mar23bS1C2R3_VLPAGl_200x_y.TIF,1105.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,3,2,VLPAGl,200x,VERDADERO,3.187
Mar21bS2C1R3_LHl_200x_y.TIF,1106.png,yellow,VERDADERO,trainval,citoplasm,marvin,21b,2,3,1,LHl,200x,VERDADERO,3.187
Mar26bS2C1R2_DMl_200x_y.TIF,1107.png,yellow,VERDADERO,trainval,citoplasm,marvin,26b,2,2,1,DMl,200x,VERDADERO,3.187
Mar20bS2C2R1_LHr_200x_y.TIF,1108.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,1,2,LHr,200x,VERDADERO,3.187
Mar26bS1C4R2_DMl_200x_y.TIF,1109.png,yellow,VERDADERO,trainval,citoplasm,marvin,26b,1,2,4,DMl,200x,VERDADERO,3.187
Mar23bS1C2R1_VLPAGr_200x_y.TIF,1110.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,1,2,VLPAGr,200x,VERDADERO,3.187
Mar21bS1C1R3_VLPAGl_200x_y.TIF,1111.png,yellow,VERDADERO,trainval,citoplasm,marvin,21b,1,3,1,VLPAGl,200x,VERDADERO,3.187
Mar26bS1C1R4_VLPAGr_200x_y.TIF,1112.png,yellow,VERDADERO,trainval,citoplasm,marvin,26b,1,4,1,VLPAGr,200x,VERDADERO,3.187
Mar23bS1C6R1_DMl_200x_y.TIF,1113.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,1,6,DMl,200x,VERDADERO,3.187
Mar20bS2C1R1_DMr_200x_y.TIF,1114.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,1,1,DMr,200x,VERDADERO,3.187
Mar21bS1C2R2_VLPAGr_200x_y.TIF,1115.png,yellow,VERDADERO,trainval,citoplasm,marvin,21b,1,2,2,VLPAGr,200x,VERDADERO,3.187
Mar19bS1C5R3_LHr_200x_y.TIF,1116.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,1,3,5,LHr,200x,VERDADERO,3.187
Mar43S1C5R3_DMr_200x_o.TIF,1117.png,yellow,VERDADERO,trainval,citoplasm,marvin,43,1,3,5,DMr,200x,VERDADERO,3.187
Mar24bS1C1R1_DMl_200x_y.TIF,1118.png,yellow,VERDADERO,trainval,citoplasm,marvin,24b,1,1,1,DMl,200x,VERDADERO,3.187
Mar23bS1C6R2_LHl_200x_y.TIF,1119.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,2,6,LHl,200x,VERDADERO,3.187
Mar22bS1C4R2_DMr_200x_y.TIF,1120.png,yellow,VERDADERO,trainval,citoplasm,marvin,22b,1,2,4,DMr,200x,VERDADERO,3.187
Mar21bS2C2R2_LHl_200x_y.TIF,1121.png,yellow,VERDADERO,trainval,citoplasm,marvin,21b,2,2,2,LHl,200x,VERDADERO,3.187
Mar33bS1C4R2_DMr_200x_y.TIF,1122.png,yellow,VERDADERO,trainval,citoplasm,marvin,33b,1,2,4,DMr,200x,VERDADERO,3.187
Mar20bS1C1R3_VLPAGl_200x_y.TIF,1123.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,1,3,1,VLPAGl,200x,VERDADERO,3.187
Mar20bS1C3R1_VLPAGl_200x_y.TIF,1124.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,1,1,3,VLPAGl,200x,VERDADERO,3.187
Mar21bS1C2R1_VLPAGr_200x_y.TIF,1125.png,yellow,VERDADERO,trainval,citoplasm,marvin,21b,1,1,2,VLPAGr,200x,VERDADERO,3.187
Mar27bS1C2R1_LHr_200x_y.TIF,1126.png,yellow,VERDADERO,trainval,citoplasm,marvin,27b,1,1,2,LHr,200x,VERDADERO,3.187
Mar20bS1C4R3_LHr_200x_y.TIF,1127.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,1,3,4,LHr,200x,VERDADERO,3.187
Mar26bS2C2R3_LHr_200x_y.TIF,1128.png,yellow,VERDADERO,trainval,citoplasm,marvin,26b,2,3,2,LHr,200x,VERDADERO,3.187
Mar23bS1C5R3_LHr_200x_y.TIF,1129.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,3,5,LHr,200x,VERDADERO,3.187
Mar19bS2C1R1_DMl_200x_y.TIF,1130.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,2,1,1,DMl,200x,VERDADERO,3.187
Mar24bS1C1R1_LHr_200x_y.TIF,1131.png,yellow,VERDADERO,trainval,citoplasm,marvin,24b,1,1,1,LHr,200x,VERDADERO,3.187
Mar24bS2C2R2_VLPAGl_200x_y.TIF,1132.png,yellow,VERDADERO,trainval,citoplasm,marvin,24b,2,2,2,VLPAGl,200x,VERDADERO,3.187
Mar20bS2C3R1_LHl_200x_y.TIF,1133.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,1,3,LHl,200x,VERDADERO,3.187
Mar19bS1C5R2_LHr_200x_y.TIF,1134.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,1,2,5,LHr,200x,VERDADERO,3.187
Mar40S1C2R2_DMr_200x_o.TIF,1135.png,yellow,VERDADERO,trainval,citoplasm,marvin,40,1,2,2,DMr,200x,VERDADERO,3.187
Mar20bS2C1R1_LHr_200x_y.TIF,1136.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,1,1,LHr,200x,VERDADERO,3.187
Mar40S1C2R2_DMl_200x_o.TIF,1137.png,yellow,VERDADERO,trainval,citoplasm,marvin,40,1,2,2,DMl,200x,VERDADERO,3.187
Mar24bS2C1R3_VLPAGr_200x_y.TIF,1138.png,yellow,VERDADERO,trainval,citoplasm,marvin,24b,2,3,1,VLPAGr,200x,VERDADERO,3.187
Mar26bS1C2R2_VLPAGr_200x_y.TIF,1139.png,yellow,VERDADERO,trainval,citoplasm,marvin,26b,1,2,2,VLPAGr,200x,VERDADERO,3.187
Mar23bS1C6R2_DMr_200x_y.TIF,1140.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,2,6,DMr,200x,VERDADERO,3.187
Mar20bS2C1R2_DMl_200x_y.TIF,1141.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,2,1,DMl,200x,VERDADERO,3.187
Mar19bS2C1R1_LHl_200x_y.TIF,1142.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,2,1,1,LHl,200x,VERDADERO,3.187
Mar19bS1C5R1_DMl_200x_y.TIF,1143.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,1,1,5,DMl,200x,VERDADERO,3.187
Mar23bS1C5R2_DMl_200x_y.TIF,1144.png,yellow,VERDADERO,trainval,citoplasm,marvin,23b,1,2,5,DMl,200x,VERDADERO,3.187
Mar19bS1C3R3_VLPAGl_200x_y.TIF,1145.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,1,3,3,VLPAGl,200x,VERDADERO,3.187
Mar21bS2C2R2_DMl_200x_y.TIF,1146.png,yellow,VERDADERO,trainval,citoplasm,marvin,21b,2,2,2,DMl,200x,VERDADERO,3.187
Mar19bS1C4R1_VLPAGl_200x_y.TIF,1147.png,yellow,VERDADERO,trainval,citoplasm,marvin,19b,1,1,4,VLPAGl,200x,VERDADERO,3.187
Mar20bS2C2R2_DMr_200x_y.TIF,1148.png,yellow,VERDADERO,trainval,citoplasm,marvin,20b,2,2,2,DMr,200x,VERDADERO,3.187
Mar24bS2C4R3_LHl_200x_y.TIF,1149.png,yellow,VERDADERO,trainval,citoplasm,marvin,24b,2,3,4,LHl,200x,VERDADERO,3.187
Mar33bS1C4R2_LHr_200x_y.TIF,1154.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,1,2,4,LHr,200x,VERDADERO,3.187
Mar32bS1C5R4_VLPAGl_200x_y.TIF,1156.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,1,4,5,VLPAGl,200x,VERDADERO,3.187
Mar31bS2C4R2_LHr_200x_y.TIF,1157.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,2,4,LHr,200x,VERDADERO,3.187
Mar33bS2C1R1_LHl_200x_y.TIF,1158.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,2,1,1,LHl,200x,VERDADERO,3.187
Mar36bS1C1R4_VLPAGl_200x_y.TIF,1159.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,4,1,VLPAGl,200x,VERDADERO,3.187
Mar31bS2C4R3_LHl_200x_y.TIF,1160.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,3,4,LHl,200x,VERDADERO,3.187
Mar31bS2C3R2_DMr_200x_y.TIF,1161.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,2,3,DMr,200x,VERDADERO,3.187
Mar32bS2C3R2_DMr_200x_y.TIF,1162.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,2,2,3,DMr,200x,VERDADERO,3.187
Mar32bS3C1R2_LHr_200x_y.TIF,1163.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,3,2,1,LHr,200x,VERDADERO,3.187
Mar36bS2C2R1_LHr_200x_y.TIF,1164.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,2,1,2,LHr,200x,VERDADERO,3.187
Mar31bS2C4R4_LHl_200x_y.TIF,1165.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,4,4,LHl,200x,VERDADERO,3.187
Mar36bS1C3R2_VLPAGr_200x_y.TIF,1166.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,2,3,VLPAGr,200x,VERDADERO,3.187
Mar33bS1C2R1_VLPAGl_200x_y.TIF,1167.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,1,1,2,VLPAGl,200x,VERDADERO,3.187
Mar32bS1C6R1_VLPAGl_200x_y.TIF,1168.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,1,1,6,VLPAGl,200x,VERDADERO,3.187
Mar33bS2C2R1_DMl_200x_y.TIF,1170.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,2,1,2,DMl,200x,VERDADERO,3.187
Mar33bS1C3R2_VLPAGr_200x_y.TIF,1171.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,1,2,3,VLPAGr,200x,VERDADERO,3.187
Mar33bS1C3R2_VLPAGl_200x_y.TIF,1172.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,1,2,3,VLPAGl,200x,VERDADERO,3.187
Mar31bS2C3R4_LHr_200x_y.TIF,1173.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,4,3,LHr,200x,VERDADERO,3.187
MAR52S2C1R2_DMR_20_o.TIF,1174.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,52,2,2,1,DMr,200x,VERDADERO,3.187
Mar32bS2C1R2_VLPAGl_200x_y.TIF,1175.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,2,2,1,VLPAGl,200x,VERDADERO,3.187
Mar28bS1C2R2_VLPAGr_200x_y.TIF,1176.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,28b,1,2,2,VLPAGr,200x,VERDADERO,3.187
Mar28bS2C4R1_LHl_200x_y.TIF,1178.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,28b,2,1,4,LHl,200x,VERDADERO,3.187
Mar33bS2C1R3_LHr_200x_y.TIF,1179.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,2,3,1,LHr,200x,VERDADERO,3.187
Mar36bS1C6R1_LHl_200x_y.TIF,1180.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,1,6,LHl,200x,VERDADERO,3.187
Mar32bS2C3R2_DMl_200x_y.TIF,1181.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,2,2,3,DMl,200x,VERDADERO,3.187
Mar31bS2C3R2_LHr_200x_y.TIF,1182.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,2,3,LHr,200x,VERDADERO,3.187
Mar31bS2C4R2_DMl_200x_y.TIF,1183.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,2,4,DMl,200x,VERDADERO,3.187
Mar28bS1C2R1_VLPAGl_200x_y.TIF,1184.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,28b,1,1,2,VLPAGl,200x,VERDADERO,3.187
Mar32bS3C1R1_LHl_200x_y.TIF,1185.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,3,1,1,LHl,200x,VERDADERO,3.187
Mar33bS2C1R3_LHl_200x_y.TIF,1186.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,2,3,1,LHl,200x,VERDADERO,3.187
Mar40S3C4R2_VLPAGl_200x_o.TIF,1187.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,40,3,2,4,VLPAGl,200x,VERDADERO,3.187
Mar32bS2C3R2_PV_200x_y.TIF,1188.png,yellow,FALSO,unlabelled,citoplasm,marvin,32b,2,2,3,unknown,200x,VERDADERO,3.187
Mar32bS3C1R2_LHl_200x_y.TIF,1189.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,3,2,1,LHl,200x,VERDADERO,3.187
Mar31bS2C4R1_LHl_200x_y.TIF,1190.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,1,4,LHl,200x,VERDADERO,3.187
Mar36bS1C3R1_VLPAGr_200x_y.TIF,1192.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,1,3,VLPAGr,200x,VERDADERO,3.187
Mar31bS1C4R4_VLPAGl_200x_y.TIF,1193.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,1,4,4,VLPAGl,200x,VERDADERO,3.187
Mar31bS2C3R3_DMr_200x_y.TIF,1194.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,3,3,DMr,200x,VERDADERO,3.187
Mar33bS1C3R3_VLPAGl_200x_y.TIF,1195.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,1,3,3,VLPAGl,200x,VERDADERO,3.187
Mar28bS2C3R3_DMr_200x_y.TIF,1196.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,28b,2,3,3,DMr,200x,VERDADERO,3.187
Mar31bS2C4R4_DMl_200x_y.TIF,1197.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,4,4,DMl,200x,VERDADERO,3.187
Mar32bS3C1R1_DMr_200x_y.TIF,1199.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,3,1,1,DMr,200x,VERDADERO,3.187
Mar32bS3C1R3_LHl_200x_y.TIF,1200.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,3,3,1,LHl,200x,VERDADERO,3.187
Mar28bS2C3R3_LHr_200x_y.TIF,1201.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,28b,2,3,3,LHr,200x,VERDADERO,3.187
Mar31bS1C5R4_VLPAGl_200x_y.TIF,1202.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,1,4,5,VLPAGl,200x,VERDADERO,3.187
Mar32bS2C3R2_LHl_200x_y.TIF,1203.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,2,2,3,LHl,200x,VERDADERO,3.187
Mar31bS2C1R1_VLPAGl_200x_y.TIF,1204.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,1,1,VLPAGl,200x,VERDADERO,3.187
Mar32bS2C3R1_LHr_200x_y.TIF,1205.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,2,1,3,LHr,200x,VERDADERO,3.187
Mar33bS2C2R3_LHr_200x_y.TIF,1206.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,2,3,2,LHr,200x,VERDADERO,3.187
Mar33bS2C2R1_DMr_200x_y.TIF,1207.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,2,1,2,DMr,200x,VERDADERO,3.187
Mar32bS1C5R4_VLPAGr_200x_y.TIF,1208.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,1,4,5,VLPAGr,200x,VERDADERO,3.187
Mar32bS1C6R2_VLPAGl_200x_y.TIF,1209.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,1,2,6,VLPAGl,200x,VERDADERO,3.187
Mar32bS3C2R2_LHr_200x_y.TIF,1210.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,3,2,2,LHr,200x,VERDADERO,3.187
Mar36bS1C2R2_VLPAGr_200x_y.TIF,1211.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,2,2,VLPAGr,200x,VERDADERO,3.187
Mar31bS1C5R3_VLPAGr_200x_y.TIF,1212.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,1,3,5,VLPAGr,200x,VERDADERO,3.187
MAR45S2C1R3_DMR_20_o.TIF,1213.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,45,2,3,1,DMr,200x,VERDADERO,3.187
Mar36bS1C5R4_DMl_200x_y.TIF,1214.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,4,5,DMl,200x,VERDADERO,3.187
MAR52S3C1R4_VLPAGR_20_o.TIF,1215.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,52,3,4,1,VLPAGr,200x,VERDADERO,3.187
Mar32bS3C2R2_LHl_200x_y.TIF,1216.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,3,2,2,LHl,200x,VERDADERO,3.187
Mar36bS1C5R3_DMr_200x_y.TIF,1217.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,3,5,DMr,200x,VERDADERO,3.187
Mar32bS1C6R1_VLPAGr_200x_y.TIF,1218.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,1,1,6,VLPAGr,200x,VERDADERO,3.187
Mar28bS2C4R1_LHr_200x_y.TIF,1219.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,28b,2,1,4,LHr,200x,VERDADERO,3.187
Mar32bS2C4R2_DMl_200x_y.TIF,1220.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,2,2,4,DMl,200x,VERDADERO,3.187
Mar31bS2C4R2_LHl_200x_y.TIF,1221.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,2,2,4,LHl,200x,VERDADERO,3.187
Mar36bS1C6R2_LHr_200x_y.TIF,1222.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,2,6,LHr,200x,VERDADERO,3.187
MAR44S2C1R1_LHR_20_o.TIF,1223.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,44,2,1,1,LHr,200x,VERDADERO,3.187
MAR38S2C3R1_VLPAGL_20_o.TIF,1224.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,38,2,1,3,VLPAGl,200x,VERDADERO,3.187
Mar32bS2C3R2_LHr_200x_y.TIF,1225.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,2,2,3,LHr,200x,VERDADERO,3.187
Mar31bS1C5R1_VLPAGr_200x_y.TIF,1226.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,1,1,5,VLPAGr,200x,VERDADERO,3.187
MAR38S1C3R1_LHL_20_o.TIF,1227.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,38,1,1,3,LHl,200x,VERDADERO,3.187
Mar36bS1C2R4_VLPAGl_200x_y.TIF,1228.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,4,2,VLPAGl,200x,VERDADERO,3.187
Mar31bS3C1R1_LHl_200x_y.TIF,1229.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,31b,3,1,1,LHl,200x,VERDADERO,3.187
Mar33bS2C2R1_LHr_200x_y.TIF,1230.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,2,1,2,LHr,200x,VERDADERO,3.187
Mar28bS2C3R2_LHl_200x_y.TIF,1231.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,28b,2,2,3,LHl,200x,VERDADERO,3.187
Mar36bS1C6R3_DMr_200x_y.TIF,1232.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,3,6,DMr,200x,VERDADERO,3.187
Mar28bS2C3R2_DMr_200x_y.TIF,1233.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,28b,2,2,3,DMr,200x,VERDADERO,3.187
Mar36bS1C3R1_VLPAGl_200x_y.TIF,1236.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,36b,1,1,3,VLPAGl,200x,VERDADERO,3.187
Mar32bS3C2R3_LHr_200x_y.TIF,1237.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,3,3,2,LHr,200x,VERDADERO,3.187
Mar33bS2C1R3_DMl_200x_y.TIF,1238.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,33b,2,3,1,DMl,200x,VERDADERO,3.187
Mar32bS2C2R2_LHl_200x_y.TIF,1239.png,yellow,VERDADERO,unlabelled,citoplasm,marvin,32b,2,2,2,LHl,200x,VERDADERO,3.187
